what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1383844826498
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1383844826499
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1383844826499
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1383844826500
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1383844826500
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1383844826500
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1383844826501
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1383844826501
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1383844826502
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1383844826502
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1383844826502
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1383844826503
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1383844826503
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1383844826504
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1383844826504
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1383844826504
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1383844826505
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1383844826506
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1383844826506
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1383844826506
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1383844826506
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1383844826507
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1383844826508
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1383844826508
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1383844826509
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1383844826509
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1383844826509
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1383844826510
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1383844826510
os,sysinfo,,,"win32",1383844826513
arch,sysinfo,,,"x86_64",1383844826513
ws,sysinfo,,,"win32",1383844826513
locale,sysinfo,,,"pt_BR",1383844826513
processors,sysinfo,,,"4",1383844826513
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1383844826513
java.runtime.version,sysinfo,,,"1.7.0_21-b11",1383844826513
java.specification.name,sysinfo,,,"Java Platform API Specification",1383844826513
java.specification.vendor,sysinfo,,,"Oracle Corporation",1383844826513
java.specification.version,sysinfo,,,"1.7",1383844826513
java.vendor,sysinfo,,,"Oracle Corporation",1383844826513
java.version,sysinfo,,,"1.7.0_21",1383844826513
java.vm.info,sysinfo,,,"mixed mode",1383844826513
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1383844826513
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1383844826513
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1383844826513
java.vm.specification.version,sysinfo,,,"1.7",1383844826513
java.vm.vendor,sysinfo,,,"Oracle Corporation",1383844826513
java.vm.version,sysinfo,,,"23.21-b01",1383844826513
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1383844839299
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1383844839310
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1383844839625
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383844840787
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383844841914
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1383844844007
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1383844844210
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1383844853736
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1383844858468
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1383844861065
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383844870237
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383844878820
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383844881894
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383844902100
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383844904889
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1383844911887
